,Mean,Std,Skweness,Kurtosis,Max,Min,Var
0,-0.041358235109752665,1.093410034588415,0.41822713023314073,4.583938300281876,4.5129995,-3.5427809,1.1955455037386389
1,-0.01112415362149477,0.7496826648712158,-0.6369093047913511,2.8125193085060616,2.236948,-3.0758214,0.5620240569114685
2,-0.0048735858872532845,0.8922291994094849,-1.0742320371175962,2.8855025897625266,1.5964657,-3.8433974,0.7960729002952576
3,-0.1688925176858902,1.7340167760849,0.4918241892583039,0.6191148066868197,4.8071904,-4.1392503,3.0068140029907227
4,0.06628058105707169,0.734749436378479,0.00562316456821184,0.4042663594139042,2.1144125,-1.793165,0.5398567318916321
5,0.1294909417629242,0.8544163703918457,-0.04916798693436952,0.04566575880835533,2.1212347,-2.6675653,0.7300273776054382
6,-0.02865482121706009,1.7567782402038574,0.11036133648837412,0.42876802216491283,4.8904486,-4.5160666,3.0862696170806885
7,0.0528898648917675,0.6507329344749451,-0.9034821973075636,3.1518441161654236,1.6261404,-2.6927483,0.4234533905982971
8,0.17712749540805817,0.7040018439292908,0.05014286077545406,0.5339757327071899,2.443814,-1.72012,0.495618611574173
9,0.12149418145418167,0.9383479952812195,-0.03380613954102669,2.610990900065854,3.4228773,-2.9081192,0.8804969191551208
10,-0.06496073305606842,1.6587872505187988,-0.515902464361535,1.3669711458041105,4.0377445,-5.401738,2.751575231552124
11,0.11643422394990921,0.9794190526008606,0.15749072776713455,0.1382041751377403,2.7515469,-2.7936985,0.9592617154121399
12,-0.10718833655118942,1.6347421407699585,0.024214106112363118,0.4200068456560939,4.489136,-4.4038153,2.67238187789917
13,0.07670772820711136,0.8571596741676331,-0.4458308336012007,5.015008032767337,2.620881,-4.1400185,0.7347227334976196
14,-0.07131877541542053,1.1270172595977783,0.5727535124809182,1.1144332568508464,3.4638612,-2.6386256,1.2701679468154907
15,0.046436093747615814,0.8054815530776978,-0.21262271764284735,1.4426772821356932,2.3897862,-2.8866696,0.6488005518913269
16,0.1260533481836319,0.8042425513267517,0.23353044441719714,2.1725239917879193,3.4008052,-2.4155302,0.6468061208724976
17,0.02004680596292019,1.1664258241653442,0.29147024536196414,0.061105332344309815,3.3077655,-2.5312586,1.3605493307113647
18,0.5192978978157043,1.6175287961959839,0.1609408994402405,0.519938892328919,4.8440914,-3.782892,2.6163995265960693
19,0.2416324019432068,0.9877951145172119,0.26528045556634045,0.670110577191287,3.4125776,-2.3839207,0.9757392406463623
20,0.005404373165220022,1.2911183834075928,-0.22833809879419228,1.1293451243044883,3.0626495,-3.9594088,1.6669867038726807
21,0.1070822924375534,0.9055693745613098,-0.20321203026257126,0.9244367854161237,2.9193156,-2.7002308,0.8200559020042419
22,-0.060919664800167084,0.949752926826477,-0.43252003686548385,0.9861261329285278,2.4063144,-3.2103598,0.9020305871963501
23,-0.0656178742647171,1.400671362876892,-0.3667460226651635,0.9514656465537339,3.3281624,-4.6381364,1.9618802070617676
24,0.09339548647403717,0.9629954695701599,-0.6487740293381619,4.081594814900272,3.4210308,-4.086531,0.9273602366447449
25,0.07740220427513123,0.9869473576545715,-0.5597605739900788,1.0778251204899192,2.3360853,-3.4154336,0.9740650653839111
26,0.05824025347828865,1.5470709800720215,-0.457990071447025,1.2326572846515509,3.8251326,-5.2658353,2.3934285640716553
