Id,Label,Minute,NumConfirmPresses,NumBreakPresses,PercentageOfMovement,PercentageOfRoll,PercentageOfThruster,AverageThrusterIntensity,hue_0,hue_1,hue_2,hue_3,hue_4,hue_5,hue_6,hue_7,hue_8,hue_9,hue_10,hue_11,hue_12,hue_13,hue_14,hue_15,hue_16,hue_17,hue_18,hue_19,hue_20,hue_21,hue_22,hue_23,hue_24,hue_25,hue_26,hue_27,hue_28,hue_29,hue_30,hue_31,sat_0,sat_1,sat_2,sat_3,sat_4,sat_5,sat_6,sat_7,sat_8,sat_9,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_24,sat_25,sat_26,sat_27,sat_28,sat_29,sat_30,sat_31,bright_0,bright_1,bright_2,bright_3,bright_4,bright_5,bright_6,bright_7,bright_8,bright_9,bright_10,bright_11,bright_12,bright_13,bright_14,bright_15,bright_16,bright_17,bright_18,bright_19,bright_20,bright_21,bright_22,bright_23,bright_24,bright_25,bright_26,bright_27,bright_28,bright_29,bright_30,bright_31,motion_Mean,motion_Std,motion_Skweness,motion_Kurtosis,motion_Max,motion_Min,motion_Var,contrast_Mean,contrast_Std,contrast_Skweness,contrast_Kurtosis,contrast_Max,contrast_Min,contrast_Var,MSSQ
17,0,0,3,0,0.0,0.0,0.0,0.0,161025,32568,8085,65439,304270,144057,22609,1939,717,628,935,5918,5604,32457,182413,37292,22694,7164,6811,5578,5421,9742,42554,0,0,0,0,0,0,0,0,0,116550,31413,53271,31777,42065,134566,229684,134258,90694,68304,48870,44080,26056,8341,4253,3585,4616,4210,4890,5749,5174,3469,1879,2369,1026,498,302,221,184,240,405,2921,110159,2926,6607,10693,14147,6455,4083,2487,3571,4867,5597,7363,12492,16952,44888,60356,32763,44704,65007,59727,49838,80515,128705,94196,49583,50684,44981,35801,22944,9912,6984,15933,-0.1660959741056594,1.2187807067851928,-0.2013336522007534,0.825049132531896,3.3405666,-3.6060376,1.4854264112318143,30.68847399598185,12.07384408488354,-0.8721484476091589,1.4596957494351974,57.80257492929325,0.0275494409565506,145.7777109860773,10.75
17,0,1,3,0,18.94,0.0,39.1,0.95,218586,107903,35984,24927,6383,7199,15077,10719,1336,979,1166,8532,18526,103069,216716,156430,79589,13343,11716,12023,14101,21828,19788,0,0,0,0,0,0,0,0,0,94502,42161,47065,75258,90373,93151,85576,71196,89497,88618,39532,30900,43077,84006,55510,18262,9289,7744,6195,4117,5616,6948,4403,2737,1202,1402,1382,1774,733,341,102,3251,89004,12812,24323,56030,55650,42515,29172,18845,27613,40593,17315,16953,20767,32191,26446,47852,28492,35481,53671,76836,81845,68222,49058,37178,30764,22701,16102,11850,7366,4515,3437,20321,-0.0996356680989265,1.364244818687439,-0.2129869290797951,1.0839244076089898,3.8996484,-4.4101715,1.861163854598999,41.97506322137083,14.11081948734271,-1.8070493450634653,3.200395034139768,57.24783279376173,0.1170298579607827,199.11522660437075,10.75
17,0,2,0,0,49.61,5.13,90.23,0.96,161989,141173,33060,13125,1327,3497,15468,16855,3506,1935,2510,11287,32090,73451,415521,85730,19424,8229,13618,10325,12773,16494,12533,0,0,0,0,0,0,0,0,0,50961,51650,49797,53788,60503,75433,89398,85503,61290,49371,50943,55173,109344,130625,75560,34715,9250,5850,3331,1215,513,457,654,560,36,0,0,0,0,0,0,0,0,0,0,0,0,28,1250,6128,12991,16570,15106,12557,16473,23242,30325,36379,35566,54252,58761,73971,79473,82886,87745,92022,62991,55714,47287,40044,33403,26678,20236,83842,-0.0925372615456581,1.3363889455795288,-0.0404807810298545,1.0272805594890668,4.0715704,-3.865214,1.7859355211257937,43.20404349627995,6.390384273116648,-0.3357669203968528,-0.3598328487947517,55.28673007364777,28.29265340924645,40.83701115809659,10.75
17,0,3,0,24,50.94,5.8,93.35,0.99,139871,194791,65172,17326,1957,4623,17720,12559,2314,1384,1934,7638,28714,74416,358159,90972,16362,6563,8868,6641,11038,19617,17281,0,0,0,0,0,0,0,0,0,35399,46875,51094,57844,60299,76525,94526,110781,91814,52834,44063,43714,95189,141446,69667,18385,5063,4656,3562,1040,307,244,332,245,14,2,0,0,0,0,0,0,0,0,1,48,24,1502,6575,22537,14359,9807,13108,14649,15862,19737,28916,29308,25960,30379,43034,70212,86830,81353,82807,106218,82458,65764,54770,43318,33895,27262,20639,74588,-0.1630015820264816,1.1237283945083618,-0.1120565139917568,-0.3048084995233786,2.282784,-3.154363,1.262765407562256,45.44207236170234,3.76944906214022,-0.7951252224596786,1.5700649874167345,55.6293739404661,33.22739841491451,14.20874623206978,10.75
17,0,4,0,0,3.38,0.0,0.8,0.74,46181,14229,10451,7172,1044,425,555,1953,384,277,377,4942,9249,216474,260656,314657,138778,15015,11888,9765,14681,21337,5430,0,0,0,0,0,0,0,0,0,30981,21158,41771,55897,66226,94918,97688,66409,114357,215819,107664,55562,25679,14799,10389,7328,7515,4603,5443,4932,3800,6273,2226,2571,679,1626,1718,2392,3401,21565,6209,4322,38144,19034,53143,77857,144030,57563,37137,38280,23772,89501,77109,40254,46063,65842,31430,38905,59512,19033,27001,21283,18119,28701,19677,10396,6579,5218,3924,3198,1927,923,440,1925,-0.1639454364776611,1.7112014293670654,-0.1735601767465006,-0.3144459474427008,3.7375238,-4.652428,2.928210496902466,42.80463709273217,7.586549200860445,-4.423953111307223,21.517581069687584,50.141638086501125,0.111007164970929,57.55572877707626,10.75
17,0,5,1,31,38.18,8.04,51.87,0.95,320961,325473,85540,11946,11838,20421,24438,57224,1431,1087,1899,12690,9741,142448,21230,13790,8924,1911,2448,2119,5098,10711,12552,0,0,0,0,0,0,0,0,0,78386,7079,10188,12404,14909,18685,23617,31434,45598,47832,54215,63571,117120,73637,39105,42853,55037,73361,71594,53457,39361,29322,19669,13590,8884,9739,17048,5588,22691,2725,1286,1935,74969,1896,5796,22358,35609,29531,33491,35053,35965,37256,45598,58193,65033,56080,51881,65354,79089,72668,46472,50702,32387,25533,38018,20163,13272,11445,8218,5504,4562,3936,4348,35540,0.1322867274284362,1.2118209600448608,0.0519637768299798,0.4551983395889709,4.200901,-3.074465,1.4685101509094238,37.64664212460763,12.506049688294455,-1.5763740708992109,2.878228711477548,60.82336619954105,0.1142917609591493,156.40127880608983,10.75
17,0,6,0,0,66.07,5.05,88.99,0.95,465145,268838,37686,9152,7853,11210,14485,23505,898,671,1758,21961,16072,157787,12040,7725,5668,1786,2751,2453,6340,12431,17705,0,0,0,0,0,0,0,0,0,35152,8839,11500,15560,21396,24552,27731,29654,37114,43053,58905,81258,119514,58916,46646,51170,57369,66327,63626,52255,42581,34606,23303,16947,15617,17947,17390,10353,5904,4601,3407,2727,28014,941,3947,17262,38662,57811,72545,79827,77574,67215,57919,54881,59053,50197,37260,33286,48775,59517,45727,37407,34340,29853,31935,24032,14453,11767,8727,5666,3884,2806,1897,8740,-0.0273870136588811,0.9813732504844666,-0.0671790153525157,0.3258703642165148,2.3982265,-2.7805202,0.9630934596061708,38.247997763468526,9.800201487440226,-0.812331518595915,4.92281126978958,68.84577664772661,0.0,96.0439491944256,10.75
17,0,7,0,0,0.0,0.0,0.0,0.0,7859,2156,1169,1327,983,333,188,88,89,92,191,5885,11092,223849,228478,382509,162794,13900,11087,9456,14998,23051,4346,0,0,0,0,0,0,0,0,0,3483,15681,37844,52034,58547,103706,106349,71106,123113,240042,100461,62808,28726,15282,10786,11385,8369,4967,5298,5160,3109,4980,2035,2667,615,1469,1365,1482,2353,12703,4358,3637,11407,23215,65807,95200,206913,74857,45353,36971,23580,77643,65580,31768,35000,58538,25137,30025,62828,15021,21775,16866,12907,24644,17170,7763,4950,4829,3706,2811,1514,435,384,1323,-0.2596950232982635,1.7667357921600342,0.2594257895402814,-0.3680177152929871,4.3310046,-3.9054022,3.121355533599853,44.364779921494936,5.918360662273176,-2.723229432052149,8.194357437588383,51.07859193517076,18.207343335739186,35.02699292874259,10.75
17,0,8,1,0,24.19,1.37,68.31,0.98,170923,28688,22164,38771,56939,40781,33519,17550,9707,5119,8168,16888,37518,69853,330440,91470,39782,15299,12479,9152,18278,22653,9779,0,0,0,0,0,0,0,0,0,188783,142839,122807,90075,66866,59113,120304,139468,70391,45829,15543,10026,5662,4039,4013,3825,4138,2535,1057,999,480,716,483,548,367,466,420,594,449,587,341,2157,112313,3574,8227,11224,43272,10393,7386,7404,11558,26887,17418,17630,13744,17733,26842,32462,47709,47914,46854,41588,41412,36680,31008,23821,27466,68164,79933,71378,49489,40143,29192,55102,0.0611214563250541,1.0067641735076904,-0.1660401944881322,0.9505592842308128,2.822257,-2.9258873,1.0135741233825684,35.84374107834989,13.37112538491493,-1.8017328061254787,2.333580614792633,51.530221734435855,0.1170298579607827,178.7869940591164,10.75
17,0,9,0,0,40.18,5.52,100.0,0.99,42865,19747,6101,21600,47559,30440,33155,14726,7648,4039,6691,13621,41118,109967,493457,74860,41909,14533,15665,14851,19732,24718,6918,0,0,0,0,0,0,0,0,0,86807,253034,158875,57747,44373,41613,120248,218235,81917,9691,7150,5326,2824,2021,2346,4557,6028,2443,630,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1012,3213,8721,12913,13596,14321,26631,21598,23713,28065,32963,42829,47287,44827,38829,35876,34219,44698,113048,136669,131590,78638,59162,46754,64708,0.2354360669851303,1.145376443862915,1.7193753268296526,8.955155857499745,7.0335636,-2.3403158,1.311887264251709,36.29893340459531,2.868058040431854,0.8161346122181204,1.9341354868966996,48.19013658680685,30.17085806741075,8.225756923285806,10.75
