,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,34749,541,4318,2121,1987,1176,494,480,553,1778,2744,5915,12409,18181,66947,77020,44612,67682,95117,78138,61298,85288,155447,107651,41292,35333,30042,26184,16414,7826,6437,15746
1,217708,9728,18509,35416,31519,25253,18817,9809,19824,37834,24125,34197,30343,38521,66722,93912,31597,31353,40424,38485,34832,33699,41071,43684,25351,18504,13508,12273,7628,6728,4342,10204
2,0,0,0,1,23,51,140,223,35686,107344,54209,116464,63205,59081,76135,81057,41518,24657,22799,25376,32051,69200,55041,29869,39604,40891,26038,26662,18927,23313,10199,26156
3,0,0,0,0,0,0,19,1596,9088,30055,16669,24382,28574,25575,37526,41923,45668,44964,54787,70961,82200,86362,81992,82395,71695,57798,51141,39781,27862,20242,16135,56530
4,0,0,0,0,240,6651,9404,11253,12397,14765,23339,26792,31099,36858,42203,45271,45590,71609,78897,106543,105950,85605,74606,69491,44060,33763,25686,22398,16041,12204,10314,42891
5,125195,5124,16678,28989,47919,34122,29137,37329,30240,64382,66967,50564,51775,74386,39780,39012,75127,29521,38411,42390,31795,29690,36804,17962,13446,11141,6127,8441,4419,2695,2993,13359
6,0,30,4384,21010,27554,33422,44832,51429,44946,47786,51149,60681,62244,62179,57639,79644,101775,83776,57803,40308,33510,25211,24854,22697,18202,13884,9407,5894,3832,3030,2281,10527
7,0,11,831,11932,36688,67772,70862,78464,80776,66070,55657,60298,56983,46109,34770,33863,56276,70868,50396,41209,39414,29975,31342,22413,16230,12348,9825,7402,4137,3048,2084,7867
8,291431,4356,10404,28624,44284,40244,34302,40586,35460,65737,63678,42772,43744,64471,31216,29129,75123,20927,23239,20106,16957,17656,15224,11881,8972,7277,4321,3958,2983,1228,1132,4498
9,0,480,1148,2029,1528,1334,761,2857,10669,23907,27717,27707,28401,31158,43731,50234,59770,64847,66550,61611,58893,46104,38118,35495,25881,41900,79295,89200,55419,42206,30750,56220
10,0,0,0,0,0,0,0,121,5715,6357,13117,20736,19611,28922,24208,25352,30568,31338,37955,40253,41865,44074,46552,42286,47648,87300,127443,122850,74518,55504,46188,85439
11,0,0,0,0,5,63,486,5955,34424,55146,61174,50447,38546,39979,43414,41185,43927,39194,41841,44499,41803,41588,37065,34046,33128,30902,22191,23344,25569,31815,44237,199947
12,125330,6364,12972,21312,27043,20388,15746,17961,16104,44049,45243,32077,43081,51880,41809,40881,74709,53780,51199,57516,55273,45576,33297,24272,18991,15400,11977,11945,11752,14551,16773,46669
13,0,0,0,0,19,1291,4130,5970,10861,16278,20221,25713,28266,31407,39685,51451,66958,88083,99313,97125,96848,66122,46232,37485,32939,29843,26111,22956,23144,17668,24270,95531
14,90786,6079,10305,19109,15209,15510,11020,15956,18362,45044,46596,38209,47194,66515,47894,52197,67218,48646,48255,50760,53733,43230,29597,22632,19919,20774,19844,16288,16814,13921,18693,69611
15,0,0,0,0,0,2,687,977,2921,10224,13784,14540,18810,24137,32980,51223,63610,73191,84832,79814,80221,53198,62264,66997,86829,67378,50593,40209,29909,21932,18669,55989
