,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,41907,26825,50079,32434,37329,168552,253231,129566,89385,61919,57241,60454,37356,11159,5503,4737,5756,6107,6133,7592,4964,3187,1284,1004,571,244,174,118,105,93,50,861
1,153863,64715,77905,59227,47771,104699,122687,82784,89230,71051,44487,42692,36903,31678,18675,8252,6871,4897,4822,4671,4988,4895,2712,2133,1055,1351,1410,1986,1054,736,760,4960
2,37314,53507,51667,60917,92298,109989,112278,81841,56146,45159,40984,40845,73144,117108,74318,29049,10426,10635,2698,1706,566,537,1103,1548,129,7,1,0,0,0,0,0
3,37828,57518,65615,58194,58042,69401,93003,120667,90982,48709,38749,40572,84846,121614,63944,28048,10070,6750,5368,3008,2178,486,116,161,47,3,1,0,0,0,0,0
4,103936,24024,42222,49897,50652,50958,54920,53630,78211,108081,71663,54094,62517,48227,23239,21080,24827,27920,29251,25099,21463,18673,10700,8695,4943,4606,4174,2892,3661,12887,5039,3739
5,6349,7387,12050,15353,22279,23814,26532,27349,35136,42154,54155,82095,122211,51459,46192,51654,59862,71496,70312,66195,52505,39089,23817,17017,16762,20289,19517,11809,5610,2875,1463,1133
6,183197,65779,78381,69471,61345,54936,71470,83148,70040,88643,45489,30100,45938,28248,13746,14276,13863,15373,14998,13047,9152,6872,2707,2246,1250,1269,1296,1476,2162,9689,3233,3080
7,110157,242076,163286,83788,66327,57229,121566,155523,62413,9688,7649,5147,3352,2584,2543,3067,4759,2946,856,856,103,4,1,0,0,0,0,0,0,0,0,0
8,157301,246508,168248,84223,64230,48056,97592,138525,49187,9570,8405,7607,7187,4867,4104,3816,3047,1922,842,588,88,7,0,0,0,0,0,0,0,0,0,0
9,161551,199826,182316,138118,99383,75020,78145,30878,19237,32718,18431,13267,11248,8422,7265,7684,7028,4300,2943,1848,872,772,402,424,141,234,155,206,358,1140,580,1008
10,76843,13616,50573,70744,88855,100967,117195,140485,123363,116860,59612,35933,23890,21152,9814,6767,7102,6409,5144,4350,4111,3027,954,1039,505,886,1114,1070,1577,7622,2311,2030
11,36799,19500,63159,69817,100689,111510,130451,138246,118015,101719,59338,40261,31089,23993,14219,8653,7153,8299,6504,3302,2381,1813,461,600,213,290,285,371,697,4207,1420,466
12,71475,20796,42625,67146,116526,140544,98016,73009,76482,92318,56990,49008,40975,36121,31451,24901,17236,11086,8077,5741,3820,2801,841,948,481,771,894,1145,2006,7607,2193,1890
13,30606,22100,36487,51701,91235,136058,105241,66699,65304,91542,61169,50598,48885,48936,47077,41815,34857,24283,16405,10377,4091,3178,869,1039,354,523,551,747,1487,7963,2344,1399
14,142343,26600,35203,45915,55461,65449,69366,64570,70023,71415,58627,55441,78211,118662,77805,37024,8795,5783,2911,1705,741,1137,1191,1837,1638,1229,1257,645,556,1548,531,2301
15,26878,29685,41377,54669,63507,69732,67784,74594,81604,94319,91700,80883,110834,115791,61213,22121,6715,6215,3704,1331,1004,210,40,10,0,0,0,0,0,0,0,0
16,72591,37145,46566,56385,59210,69187,71190,67016,83798,105539,75644,62135,83221,101840,58270,21012,6469,4798,3977,2294,1921,2458,484,591,196,466,336,459,807,4587,2043,3285
17,91847,32005,66470,75420,93870,112348,89501,51619,86120,141654,72635,48165,35616,21327,13003,9156,8342,5521,5084,4160,5066,5314,1139,1275,745,1139,1393,1590,2790,14540,4904,2162
18,9272,29289,56723,74770,124662,183792,139347,116945,89705,69832,53778,45304,34969,27043,16683,9629,7434,8316,5874,2175,311,41,18,3,4,0,1,0,0,0,0,0
19,44921,27036,57444,68507,98011,144383,130363,95189,86203,114489,67885,48262,35018,20972,12874,8489,9221,5891,4659,4899,2609,2518,692,904,308,537,575,896,1650,7574,1960,981
