,Mean,Std,Skweness,Kurtosis,Max,Min,Var
0,5.834286886593723,2.275747456800957,-2.0593899641088242,2.3466263120725444,7.282321052473765,0.08807225904068133,5.179026487136023
1,6.205225986648563,2.2424748193461905,-2.3486305716852818,3.5892491793008645,7.281120281013308,0.08807225904068133,5.028693315401729
2,7.006007549193762,0.2448602424161431,-2.7687453219223936,15.304535844079975,7.359702922899116,5.359750445253366,0.05995653831609236
3,6.678080328614332,1.0925630739273273,-5.766559582911085,32.49117457447817,7.222707363222514,0.0,1.1936940705095305
4,6.227618559869409,1.9809687259157658,-2.7174384963504563,5.6206232287445435,7.417707177583746,0.08807225904068133,3.9242370930563326
5,6.4741813500000225,1.25624500060175,-4.583058466031179,20.858924442724213,7.286158116845203,0.0,1.5781515015368908
6,6.568889793961269,0.3883307550288846,-2.019052932130426,3.8892592806217543,7.015040594449427,5.172017464138924,0.1508007753013036
7,5.267400777363283,2.832470065521075,-1.2497553214406656,-0.3548989584479494,7.321373755206356,0.08807225904068133,8.022886672072962
8,6.874465329699907,0.26157595520805527,-0.48268676222009926,0.13216953074075777,7.326326430320902,6.111299745414465,0.06842198034300655
9,7.049360614521432,0.2644007472143984,-0.3802016849216332,-0.7635985973965931,7.448113305213727,6.334710772199186,0.06990775512753218
10,6.802749340526092,1.249408887744704,-4.352073307646085,20.31904644342338,7.452183238476401,0.0,1.5610225687754582
11,6.200690649244305,1.895057112917897,-2.805379795711331,6.2112429294121245,7.247290779415993,0.08807225904068133,3.591241461220715
12,6.722465823901411,0.9363788361596516,-6.268958125500023,42.10514448814317,7.346849193729385,0.0,0.8768053248077036
13,6.81819557502455,0.10842551150153937,-1.4080219800345464,1.3863296784380976,6.968290404781898,6.439777676693121,0.011756091544370446
14,6.331823634164809,1.7103938420236535,-3.2460315060517733,9.056724329037417,7.270912612077522,0.08807225904068133,2.9254470948324345
15,6.722673508930669,1.1602163778093935,-5.152721679995361,26.289712643490837,7.278483487758601,0.017783851361743246,1.3461020433371491
16,6.231612807223047,0.7958176491871256,-3.9630873172561603,27.577629530436997,6.966113644129912,0.08807225904068133,0.6333257307577229
17,4.999867628250103,3.0513068898056077,-0.9819379250718766,-1.0059780431260112,7.41146621682126,0.08807225904068133,9.310473735775172
18,7.0045488785591505,0.26254000806404226,-0.5584979856340857,-0.6329103396834541,7.423864234686996,6.324028621702443,0.06892725583426738
19,6.961933997974549,0.24666885923033155,-0.7702884216355849,0.9478439632702291,7.442981656932161,6.198625352265441,0.06084552611399312
20,6.683304274205775,0.9641763010230407,-5.839020944076176,35.82128916481025,7.2935351884593835,0.08807225904068133,0.9296359394544732
21,6.78475742510842,0.12951003100293687,-0.951213030273128,0.004777631389285553,6.962011618847771,6.4467684949372,0.01677284813038167
22,6.17206049814678,1.725800032261752,-2.9060714537576424,7.513625226105486,7.376394113075216,0.08807225904068133,2.978385751354664
23,6.8349455289737175,0.22152520305302942,-0.167858759952958,-0.299611792712847,7.319659804554123,6.244008188173103,0.04907341558768591
24,6.438225090654728,1.2097405239719448,-4.867600633960678,22.745531591444735,6.98423108273577,0.08807225904068133,1.4634721353399156
25,6.256285096451225,1.7418238449300067,-2.9610358488143547,7.701718574651288,7.4454002489268545,0.08807225904068133,3.0339503067667524
26,6.720486331452817,0.41815836288587105,-0.8442116112515617,0.7417941331261666,7.5349950898124005,5.258473994273129,0.1748564164513918
27,6.396550384767469,1.2473959266882249,-4.509683796448176,20.395948291762018,7.493510454093796,0.0,1.5559965979183754
28,6.418499831931622,1.8254211038753219,-3.1349789191160022,8.043144747751363,7.392898197105641,0.08807225904068133,3.3321622064733982
29,6.731580815814713,1.130886770851512,-5.362639441735406,28.977178174711344,7.383782270603549,0.0,1.27890488848696
30,6.769584976824286,0.2306385296585275,-4.056854054585392,24.930322925127587,7.020418496776094,5.047353585147141,0.053194131363047466
