,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1539618,201019,59882,319365,1240979,700233,111332,7183,5207,1391,7781,50530,71430,538430,494588,563263,278132,67915,66503,51878,47896,90968,396477,0,0,0,0,0,0,0,0,0
1,1827508,944517,304261,213717,28277,42675,102307,73422,13247,4369,10653,46907,150680,397471,1335706,599897,276160,63506,93794,95967,87110,104326,95523,0,0,0,0,0,0,0,0,0
2,963624,1076681,210999,57386,8529,23105,112710,105038,15994,7916,13024,67832,181390,469901,2556029,567231,92151,29730,56345,37792,54641,100384,103568,0,0,0,0,0,0,0,0,0
3,420860,326035,274465,213616,6857,3929,14018,7562,2971,1491,3694,29568,95273,1230140,1995122,1333488,563683,51853,56030,44772,70490,115318,50765,0,0,0,0,0,0,0,0,0
4,1982385,2017036,320295,46791,40784,61822,104061,145299,8376,4277,14291,107768,88617,1228714,217966,193786,117632,18967,15567,15621,31064,59150,71731,0,0,0,0,0,0,0,0,0
5,2607407,1471000,188491,55864,46254,84257,109145,177747,6320,2889,8555,108608,84108,947137,269502,279108,127193,21432,22611,26308,53862,90672,123530,0,0,0,0,0,0,0,0,0
6,60801,12339,12525,8394,3687,1284,1063,113,435,213,1553,42588,68495,1784499,1030750,2350580,1092279,81953,68305,55684,75881,128512,30067,0,0,0,0,0,0,0,0,0
7,2000719,213696,179227,223208,279039,184672,150033,66096,57305,8098,49430,96994,171537,575356,1399421,418235,282381,87347,52978,66133,111743,133533,104819,0,0,0,0,0,0,0,0,0
8,497089,266172,88406,263779,391827,229720,276805,79133,85196,10849,87145,154736,293470,627295,2336313,329876,191206,80483,106639,99360,157324,172305,86872,0,0,0,0,0,0,0,0,0
9,751563,198600,15618,37723,5257,15583,85790,50367,18400,7006,18944,90256,236809,685517,2037434,812363,577208,164823,186909,209709,243429,291575,171117,0,0,0,0,0,0,0,0,0
10,790330,260798,171997,199620,179956,62330,90235,30727,32542,4968,32844,118713,230130,615150,1349514,1342982,614886,97464,85462,94852,180799,214158,111543,0,0,0,0,0,0,0,0,0
11,1816455,631550,137406,37392,19914,36228,111901,107960,5901,1998,4800,46702,297025,270800,241753,653388,471652,368930,181218,216970,298537,484127,469393,0,0,0,0,0,0,0,0,0
12,1361656,502790,135857,209977,140809,22955,117014,60556,11057,1946,6137,109576,334745,527163,468011,755178,399425,148231,130122,136017,257477,571013,504288,0,0,0,0,0,0,0,0,0
13,59834,12149,6963,8048,5222,2609,1553,160,1039,316,2719,29953,76112,2002780,1702880,1826950,810052,81330,59278,42684,61541,90256,27572,0,0,0,0,0,0,0,0,0
14,754216,257900,233126,625009,1173612,1101147,262030,102839,22445,9143,15221,51246,77991,398121,969341,352409,147010,30402,35086,46068,63187,98121,86330,0,0,0,0,0,0,0,0,0
15,424284,175651,147977,998007,1240355,534973,133234,38277,18506,9190,19191,57535,85504,408042,1343390,661452,296604,36791,35750,29000,50586,100495,67206,0,0,0,0,0,0,0,0,0
