,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,115057,27592,41819,33742,39365,147805,235260,117005,93776,65991,49169,48274,30156,9643,4933,4391,5018,4955,5653,6976,5671,3876,1976,1921,765,482,281,256,229,463,553,2867
1,98595,50787,54062,77609,105101,116674,114477,70812,50406,44859,32216,24763,38680,90607,66000,33149,9556,6393,3740,2917,1699,2213,1967,1451,1132,1152,803,1219,528,205,59,2089
2,21567,38756,69183,60063,62920,67549,93714,118865,55806,37748,42858,60885,94884,123512,95062,41340,10875,5289,2642,339,170,1574,285,26,6,2,0,0,0,0,0,0
3,50318,44795,43982,42707,46850,63918,91242,143862,132406,59154,36382,34061,73254,115101,74539,34511,8311,5498,3870,761,280,56,36,17,5,2,2,0,0,0,0,0
4,51732,30597,44846,56315,56438,76636,75503,56684,76553,166534,84606,56467,72186,93397,45340,11371,6126,4161,5364,3323,2487,3479,1352,1606,438,950,826,1077,1844,11356,3746,2580
5,87435,8326,13086,17836,19956,26194,30873,34491,46380,62143,58565,65605,128727,51036,33349,39241,52509,65919,69647,56135,42292,31463,20454,13577,7659,5887,4960,3127,2525,3590,1304,1629
6,3867,6827,11400,15716,20297,24422,28604,28535,34149,37499,48477,73300,158440,66252,44478,48631,53092,63315,65431,62404,47317,40461,29592,19359,15345,18685,16976,9791,7265,3016,1648,1329
7,43673,11092,21245,27690,31781,47932,48833,41113,67880,107784,65587,56194,55463,28008,29875,32732,39695,51442,68384,69382,40941,32411,22470,17480,11509,6265,4099,2537,2961,12823,4449,2190
8,178592,132789,124926,93676,76277,65288,124389,136515,58008,31325,20452,13891,8921,7253,5632,4840,5747,3056,1416,1200,842,994,531,638,376,505,696,1255,960,1901,621,2408
9,76213,236842,176224,79345,55116,46983,124177,194778,71063,9098,6446,6121,4685,3105,2705,3626,3940,2299,1081,948,830,293,2,0,0,0,0,0,0,0,0,0
10,205361,221042,174708,123916,90028,64285,96639,58285,25095,9537,7546,7389,6149,3213,2562,2572,2258,1861,1741,863,832,38,0,0,0,0,0,0,0,0,0,0
11,72404,98391,108115,93351,83560,93787,101279,47515,77127,138796,62015,38321,19430,10912,7130,6441,6226,4039,4388,3374,2576,4150,1075,1350,454,821,871,917,1869,9013,3341,2882
12,88181,18894,59179,76785,96062,110409,115811,148055,112226,90691,49339,32056,21534,22403,10984,8013,7813,8156,9965,7636,2259,1385,860,677,708,586,669,494,438,1338,817,1497
13,4904,15995,56452,70457,118128,154913,166503,167444,121638,72385,41214,28297,23227,20824,13072,6674,6036,6222,4568,2835,1177,716,347,378,1213,275,25,0,1,0,0,0
14,43891,20628,49251,57553,70199,98877,101845,74745,101582,176211,98672,54501,28617,18631,12831,9012,9226,7231,7113,6475,7880,7861,1867,1733,844,1313,1365,1731,3368,20607,8216,2044
15,85126,24278,47651,69644,108900,140291,104966,75200,69675,58676,45841,47894,47750,44408,39163,32590,22817,14302,9970,6171,2824,1104,467,372,275,370,386,573,996,1424,556,1260
16,8877,18469,32922,48494,87053,146493,94571,57556,43836,43153,48231,59679,70192,79155,72646,63597,53952,35664,21339,12733,5091,1532,577,71,18,8,6,4,0,1,0,0
17,41973,18217,42033,52374,67518,104745,86739,58920,114482,188055,104779,63017,29516,17272,14365,10176,10039,6046,5503,6408,6179,7582,2183,2796,920,1689,1763,2163,4001,21900,8506,4061
18,149957,27124,38883,54778,62344,67127,62977,59326,67573,70771,55189,51968,77693,116260,75209,29277,12356,10430,5836,1728,781,620,456,462,551,453,405,816,569,1255,576,2170
19,27647,32331,39546,53751,58795,64221,60076,64426,70707,85359,89987,80105,109766,119662,79203,38371,15195,9646,4829,2128,152,15,1,1,0,0,0,0,0,0,0,0
20,39381,32728,51936,62355,69566,77705,81282,89725,100521,98192,80583,58972,75314,94252,50905,16474,8729,9200,5168,1476,491,699,221,43,2,0,0,0,0,0,0,0
21,52211,19035,31324,39026,43164,55292,71270,57152,115380,158450,88862,63869,53172,45787,43240,52902,41029,33012,5568,4243,4001,4449,1615,1308,902,917,777,916,1481,9470,4179,1917
