,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,165503,17913,8647,74410,293100,147953,15315,1665,695,549,822,4075,6732,37664,179816,33893,24749,8681,8019,6233,6122,11090,52274,0,0,0,0,0,0,0,0,0
1,291139,154296,47288,38320,4012,5726,15356,8294,1740,916,1425,6964,22914,36201,253132,78644,34523,11865,17269,15299,17397,23905,19295,0,0,0,0,0,0,0,0,0
2,145401,181557,8494,2788,507,1395,7261,15132,2929,1871,2678,8908,24516,104737,418199,82565,17632,7666,8046,7596,12573,23626,19843,0,0,0,0,0,0,0,0,0
3,180410,237435,54316,12396,1833,3796,18322,13409,2705,1501,1806,9985,30160,33152,330014,87522,16637,6696,10266,6557,10914,18341,17747,0,0,0,0,0,0,0,0,0
4,60709,32158,7839,2118,578,1304,5646,5373,1350,1049,1428,7935,20631,175920,359609,269095,84901,10536,9296,8283,13937,19688,6537,0,0,0,0,0,0,0,0,0
5,310242,316925,52913,9193,8561,12871,20183,24358,1302,1073,2223,14195,11734,189438,42967,35927,15784,3120,3193,2703,5666,10721,10628,0,0,0,0,0,0,0,0,0
6,385706,328825,37595,7618,7040,12312,13094,15901,1006,695,1072,19927,16676,194576,9835,3866,2932,2049,2166,2479,6949,14182,19419,0,0,0,0,0,0,0,0,0
7,223149,284368,41535,9067,8930,13624,3078,989,526,271,664,7681,8901,148336,115294,135932,57462,6241,5474,4502,8434,13080,8382,0,0,0,0,0,0,0,0,0
8,195431,35034,19536,32564,45635,33592,29625,19163,8590,4814,7264,13904,36422,94246,328961,63871,37339,14551,12681,10301,19956,27264,15176,0,0,0,0,0,0,0,0,0
9,69599,20584,8464,23688,48380,31737,31997,16698,9248,4168,6772,12013,36921,102234,449659,69040,46435,16510,16662,17515,21882,28566,17148,0,0,0,0,0,0,0,0,0
10,163633,33293,10554,20699,12219,7420,15008,11267,2744,2169,1893,10278,30796,83899,277693,111253,75450,27013,33381,28727,53619,58185,34727,0,0,0,0,0,0,0,0,0
11,93133,28760,13803,18139,14597,6082,7495,4762,2695,2148,3452,13101,40087,208280,245184,217874,88055,14894,14432,11124,19681,25843,12299,0,0,0,0,0,0,0,0,0
12,262263,110487,22148,6625,3943,8298,19435,15977,1252,599,958,7459,56801,57148,43956,118032,76098,50195,29063,31954,39977,77232,66020,0,0,0,0,0,0,0,0,0
13,271265,87684,19958,44601,30995,3582,16621,11922,2159,483,915,9688,46851,25430,11239,47419,41859,39009,28419,37103,77299,136553,114866,0,0,0,0,0,0,0,0,0
14,133473,38298,14044,7383,2800,3069,8467,3147,554,498,1199,11457,23009,201675,202765,195464,89641,27865,19418,20518,30999,43600,26577,0,0,0,0,0,0,0,0,0
15,123763,54640,58384,116015,190850,161218,47043,18037,4966,2996,3274,8610,15688,40595,150866,40411,12774,4420,5119,7256,10732,15952,12311,0,0,0,0,0,0,0,0,0
16,42820,47302,46352,230588,264063,137182,26385,12254,4170,2234,3086,6038,5420,8247,185112,31163,7167,3371,4236,4369,7086,14658,12617,0,0,0,0,0,0,0,0,0
17,50518,7399,7577,16910,9207,9752,1511,529,514,538,995,6071,17028,264287,261209,261305,126575,12535,9501,7724,12121,17514,4600,0,0,0,0,0,0,0,0,0
18,239457,68636,32170,125430,128896,23784,13554,13700,3408,1129,1537,7621,21793,49871,265626,38351,13935,4516,5166,4933,9976,15816,16615,0,0,0,0,0,0,0,0,0
19,103634,64814,29421,152815,151170,14320,15841,14660,3088,1813,2514,38928,44763,22669,327061,44449,10049,4195,5964,4340,8775,18842,21795,0,0,0,0,0,0,0,0,0
20,109999,51935,42106,191109,111546,14147,15349,16855,3667,2339,4128,71782,72254,25050,241105,56739,10685,4300,9240,5485,11068,18051,16981,0,0,0,0,0,0,0,0,0
21,92940,23883,25185,58039,9580,2101,4906,3838,1094,829,1611,30640,25944,235181,308521,168495,59749,8073,7224,8038,8827,13316,7906,0,0,0,0,0,0,0,0,0
22,164667,56978,64886,124987,124912,109522,47150,23268,8035,4492,2964,5513,23852,47962,177030,35828,17220,7257,6608,8140,10311,18523,15815,0,0,0,0,0,0,0,0,0
23,79146,47451,59713,131625,172867,211125,64071,18051,8341,2743,1715,4450,19983,15685,169366,24303,9887,6013,6063,5551,9171,19976,18624,0,0,0,0,0,0,0,0,0
24,95414,9005,6930,14936,26325,41337,10067,4825,1893,1261,1211,5828,16974,281675,230395,213290,95602,9535,7442,5387,8123,14023,4442,0,0,0,0,0,0,0,0,0
25,478171,246912,25590,10252,9521,16037,20796,33369,1445,752,1114,12830,10343,171735,9623,3302,3083,1637,2080,2115,5835,13682,25696,0,0,0,0,0,0,0,0,0
26,467631,363756,22502,8222,8582,15919,15427,13352,567,454,1314,12845,9788,100349,6898,2791,2353,1740,2127,2360,7865,15595,23483,0,0,0,0,0,0,0,0,0
27,139058,84878,11577,7693,6862,3854,1355,398,368,333,746,7347,16335,244945,212323,219625,90165,9631,7927,6628,10776,16435,6661,0,0,0,0,0,0,0,0,0
