,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,234155,8351,15157,28250,26090,18906,13760,6278,6711,10805,7171,9914,13206,20662,40657,54170,25783,37837,54434,47025,38751,71965,101725,64233,32286,30221,25849,21973,14325,6414,5394,13462
1,55296,11,655,480,740,819,2367,12858,23991,41076,16063,12177,13602,17552,28845,38109,36767,39682,55326,90854,103982,90500,76364,75852,57705,44411,36717,32520,20998,13875,11611,54115
2,0,0,0,0,260,9037,16407,19842,11673,10131,13492,20548,23293,26123,31636,30705,29013,41060,53519,83100,89595,77002,73714,87612,66502,52760,44228,35025,28410,23656,19512,88065
3,37266,15688,39373,58457,112993,43320,28320,32670,21342,64564,56660,29606,29667,39663,24881,28153,50873,32420,44047,48913,46432,48445,39231,29833,23149,19044,14996,11870,7859,4968,3877,17340
4,102653,2077,6548,13319,23130,24295,23138,23714,25187,31368,39884,56434,63034,62872,58281,89763,108097,78105,49148,37543,28922,30259,47083,18701,12190,9798,8310,6587,4991,3700,3292,13497
5,0,36,1808,13961,40512,57254,66342,75474,72363,66234,57047,55277,53826,48194,41072,37088,56648,71213,52775,44429,36622,30864,37910,27090,15678,13380,8299,5892,4249,2974,2176,9233
6,111533,16976,43393,70827,139283,57715,38404,46693,30719,87788,67409,38162,39534,59736,29034,32748,48930,27259,26029,18072,14082,24079,16150,6986,4299,3508,1876,1870,1372,409,231,814
7,188359,3188,1957,32,0,6,195,1727,7009,23623,16254,20545,13380,18254,27739,33528,40504,46040,45914,42359,42752,36952,26794,23385,29012,65740,84233,81898,55094,43241,30813,55393
8,0,0,0,0,0,0,45,1637,8407,15842,23338,21837,17766,19531,18904,20383,21308,28036,40143,46167,42481,36308,30896,28173,37970,107286,131343,134658,85267,64998,51279,71917
9,0,0,0,0,0,176,450,1407,9192,16104,21667,26564,20217,24127,24059,25220,29975,22925,22664,22597,23832,30092,35203,36532,55951,95353,96299,90019,62365,61762,62387,188781
10,44024,14298,35327,49989,95774,44954,28196,26941,28472,66493,58461,34445,36646,45168,29778,35580,40894,21246,22881,19731,20503,29831,26741,23123,16966,16612,15551,13760,16333,22302,29719,95181
11,82944,0,122,305,475,794,703,2322,8419,12863,13316,22974,24028,28589,36325,42104,55239,81349,94104,114769,114246,72217,50570,37781,32157,26314,20117,17877,17531,15849,19448,60069
12,32355,8111,19540,30303,70129,26792,15260,17986,14058,42335,39902,26880,31802,44575,37009,43773,47243,47779,55603,53562,56154,49274,31269,24725,21757,20074,18573,17575,17270,14359,21795,108098
13,74261,8492,10385,14229,23836,13876,9559,10284,13978,43480,46103,21344,24967,32976,26896,37459,67807,53716,67544,59679,48753,42231,49089,45273,59241,47742,32879,24967,19579,18644,15661,40990
14,31579,6498,14353,22437,70638,22948,13632,15014,15054,40931,34044,21253,21537,28077,27238,36357,40127,44987,54512,45986,33491,41352,72111,63403,65555,46086,35439,29708,25341,22559,20599,43074
15,314839,1672,3558,4543,7335,8435,9907,14736,16834,18772,21856,27629,37836,44649,40578,37752,40627,40773,54164,69726,66797,48486,37316,28341,22001,19324,14635,10409,7437,6740,5230,22983
16,0,0,0,0,12,1880,5461,17246,19109,13802,22382,30360,34411,39753,43060,42100,37532,41610,59344,83772,82354,73266,69773,62106,50487,44058,37068,34056,28544,23372,22034,86968
17,0,0,0,0,0,247,5231,12651,12710,17326,21277,32301,43314,54348,56174,55103,54289,56193,66654,85667,86180,72323,59291,49939,39633,33914,28554,26750,22174,19827,17292,76558
18,34824,9580,23226,36883,133747,39406,21218,17954,16812,31738,27205,20283,20476,24334,18668,20511,47496,64264,70771,80208,58612,47293,37812,27101,25037,20719,20613,18680,13332,11771,11713,53633
19,84919,3192,6691,9486,18449,8994,9427,15746,17170,33028,37013,32565,36486,47686,63545,72200,86292,73251,66031,50824,35244,48479,53630,41786,45802,31800,19253,13317,9926,7691,4843,21154
20,28949,14995,33684,49973,126723,50235,28275,27935,20344,85213,64865,33128,36343,58645,33982,40450,69708,44630,47762,33377,22823,26483,25091,18747,25331,16788,9319,8720,5078,2619,2139,13566
21,83203,751,17282,39744,65047,62839,46920,47557,47991,42860,39902,36948,40224,32741,32881,53907,100588,70428,43358,31498,23143,17697,24127,19782,14304,12794,9597,8465,7734,6927,8846,15835
22,21612,5963,11108,31869,99328,61161,56511,65410,60115,62206,50034,40860,36321,36366,34681,36942,42836,53369,51416,38825,28508,27974,28762,20471,16600,13109,11858,10148,8498,7840,10205,25014
23,69297,6646,6355,8004,8953,7399,8635,12881,14250,28259,35960,33828,48376,50494,43739,45519,45762,52437,53335,50768,51376,38764,27727,24551,26845,22193,19041,18060,18224,15920,22016,190306
24,0,0,0,0,20,535,1856,7745,12867,18537,20259,20383,25338,28369,34531,38897,44582,52562,64471,76139,91338,70217,44380,42999,40713,34739,35635,33595,31588,24144,38335,171146
25,45584,15139,37839,55973,150881,49759,31086,34674,24384,84579,66631,35479,37422,63235,30009,34572,60477,25656,30272,23750,21389,27836,20918,11904,9081,7636,7187,5840,5641,5692,5413,39982
