,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,151826,8261,12551,17987,19583,12446,9107,4451,5551,8363,9438,12360,18380,24655,72377,92543,35150,40823,56352,51851,42249,45231,81483,81120,45182,38234,30791,25989,17362,8757,7854,17613
1,132486,2933,3512,4108,4277,7933,4384,9662,18005,28371,19265,21055,20321,17282,24215,22787,20388,38176,48680,77617,131168,130712,91168,53842,39515,29618,27609,18026,10698,9440,6247,32420
2,0,0,0,0,0,0,59,4717,9548,30166,15664,17423,16425,22904,31750,42541,42429,47285,65927,99893,111228,94479,79718,68993,59893,56748,49125,38109,27623,20117,12651,40505
3,0,0,0,0,8,365,1080,7617,17902,17856,10844,11125,13921,22296,31196,37632,38737,61601,66747,80133,83294,75259,78900,109098,72316,55010,45399,39404,25962,20145,16583,65490
4,35298,8085,17070,41133,70353,38027,26923,27387,18398,61690,54974,41671,43591,58081,33151,33810,64344,34271,43192,52773,53775,57982,42443,28960,20804,14976,11557,10993,10608,7423,6812,35365
5,10748,17790,44322,71568,139661,64786,40570,40545,25900,96982,78431,41849,44025,64130,32545,33744,96801,21491,28264,22083,17983,26379,17613,8646,5261,3759,2496,2675,2161,607,471,1634
6,103441,3218,12877,24807,38877,19985,22322,22662,25882,40605,45708,58923,64997,65102,61435,75028,93743,56801,43389,36723,28351,26063,46421,26266,12744,12906,5840,4577,3545,3344,4112,15226
7,0,3,1811,14675,24627,37521,55554,58073,52290,52217,48485,51378,51131,49753,47928,69155,78060,82568,65624,49534,43604,31417,37455,23938,17530,17146,18263,8188,3980,2661,1752,9599
8,0,106,6499,39722,70377,73922,65758,76957,96126,88508,57560,52813,72831,53942,38803,34312,52179,59640,43011,29104,22039,20932,15760,8496,5397,3179,2605,2421,2459,1961,1151,7350
9,34062,6463,17355,35295,84572,45960,39582,48298,38782,62292,59637,43312,45306,53010,33223,32149,55969,59625,58729,49536,44418,40695,37870,27569,14727,10240,7407,5579,4971,2040,1141,6106
10,13930,12762,31027,74327,168935,60457,39701,39192,22865,89911,76842,49299,50900,69363,35397,34899,53320,21015,30126,24286,19250,36099,20991,8763,4553,2320,1877,2978,5298,1028,827,3382
11,11869,11110,26061,67215,139028,59830,41280,41997,25608,93859,78861,53499,52160,76102,35923,34155,82359,21873,29623,24046,19006,30914,16982,8688,4606,2367,2038,3571,5533,1251,965,3541
12,249714,1420,2184,2516,3925,4262,4657,11896,26140,26881,18469,21639,20483,22439,30392,34339,56525,52831,54502,46647,33284,24144,17773,17159,24557,63204,76818,67662,38071,27791,11700,11896
13,0,0,0,0,0,0,327,9829,35415,9701,6476,8334,13369,25447,29302,33221,38243,44904,51618,50823,57296,46618,41422,34606,45453,89491,108764,106995,66085,49878,42371,59932
14,0,0,0,0,14,2339,6656,11980,21470,12880,24193,21342,24553,27734,31035,26099,30982,32825,27199,28310,33323,36514,39985,40087,53462,71524,67549,62852,52300,57753,60121,200839
15,32485,5624,13100,28715,60768,30351,25835,29993,27344,55916,53027,42809,39859,53706,37928,43072,64194,40846,47976,43754,40783,39092,27653,22702,18552,9752,6356,14231,15612,17901,24170,91814
16,57916,10227,30156,65409,139954,55850,37989,39494,25636,87003,76650,52104,50718,65420,36506,31985,78851,20821,28202,22895,17401,29964,14794,8073,4384,2393,1730,2858,5074,1059,829,3575
17,46122,401,1363,1603,2959,1428,663,6354,13431,8415,11021,17081,23965,29680,42163,45780,58110,84192,82832,101176,109364,74733,52091,42224,36913,30902,24492,19433,22027,18472,23893,72637
18,0,0,0,0,8,192,2914,3850,5308,7204,15399,20156,22732,30627,36617,51929,56121,75548,86347,113884,112178,69460,42824,35111,32872,28928,28795,26714,28271,19703,26617,125611
19,0,0,0,0,27,2438,10014,6563,17047,14049,14242,18746,27075,38502,58278,62702,77476,81573,79422,62693,61138,49756,39912,32384,32856,31654,25067,23138,23128,19548,23122,173370
20,33729,6260,22559,44611,98018,41071,28063,32890,29145,72156,71671,52241,51035,66843,39057,35240,73985,24929,29431,28409,41966,37507,19454,13301,9767,7876,7926,10877,12373,9476,15761,38293
21,9308,10985,30676,63701,130429,60328,38292,44386,27150,88413,80905,53808,47189,79097,37876,33022,99032,23373,27654,22252,18441,27821,17975,9601,5076,2896,2032,3159,5181,1127,809,3926
22,71216,3944,1414,2868,4530,3517,3605,3379,4702,21751,29145,22953,16123,26282,30372,45568,61087,68687,86537,75785,63817,50702,43248,42738,64071,59148,44007,33499,28416,20763,18374,53672
23,0,0,0,0,0,3,67,2418,10897,22721,22993,20569,26710,35859,50463,60390,69317,87576,100835,93930,60314,70056,108707,67822,62306,34976,28142,18593,12630,8278,5158,24190
