,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,148896,28360,60063,35583,43627,137812,217242,100942,85483,65349,49818,48804,29518,8907,4368,3749,4245,4047,4936,5640,4799,3313,1765,2200,972,404,243,259,226,503,675,3172
1,150518,46703,58681,84548,88873,97385,90140,67484,64591,56900,38077,30831,40943,78107,46834,21109,12245,7825,4315,2916,4210,3667,2485,1235,555,607,601,525,305,144,37,2524
2,40886,55119,54276,52451,60205,86881,117577,106072,70403,46868,40845,44003,79037,112579,71508,38062,11643,9389,4711,2164,710,278,127,109,17,0,0,0,0,0,0,0
3,68031,53939,54706,52836,57066,67876,85863,102579,95697,62472,46842,39642,77709,113744,65597,23475,11470,8691,4222,2269,1565,1851,1138,1535,288,195,167,159,437,2252,1197,410
4,3803,16899,41586,54266,64667,107640,99043,70296,109143,243138,107052,61785,24584,14120,9721,6808,7158,4655,6718,5499,4004,6167,2088,2369,618,1465,1386,1662,2732,15715,6052,3081
5,99749,9213,11325,13881,16753,19382,24672,30958,45051,46739,49659,59563,112705,50771,37355,44080,56350,75473,74897,62291,40543,30451,19578,14521,9557,8418,8949,6219,6615,6967,5838,7397
6,5989,8066,13573,19536,26213,28248,30838,33406,41844,44639,54985,78521,109673,54347,49785,56902,62676,81716,84484,69275,42419,27469,15471,11506,11034,12379,11738,8924,5710,2453,1315,786
7,178470,13151,21948,30264,42138,37309,33733,29259,63625,139149,129586,93707,42892,19658,16012,13591,12949,12002,11970,10751,14234,21269,3723,3210,1566,1990,2189,2891,5478,60603,31482,5121
8,203392,188603,167230,111113,70949,51408,103756,112452,29018,9491,9694,9245,8433,9011,8159,5180,2958,1519,595,585,182,133,161,143,196,238,260,272,117,17,2,1408
9,82112,249573,165166,64987,49393,44769,111209,172846,63182,21966,14098,15931,14092,10516,7457,5889,4454,2799,2309,1236,545,995,310,82,4,0,0,0,0,0,0,0
10,182630,259750,209130,131059,91527,57689,47183,20876,12241,12238,12861,13528,12386,12005,11424,8364,3372,2266,1896,2064,781,234,219,127,58,11,0,0,1,0,0,0
11,151682,73498,100765,96709,84439,91333,117050,111831,77108,56985,34798,22662,16104,18023,9018,6848,8647,7391,5491,3739,2283,1293,497,667,724,942,314,327,342,875,500,3035
12,35191,21385,72066,77253,112794,122712,133537,151554,115574,75562,47280,36313,31263,22642,15354,8810,6720,6286,5187,4607,1535,594,471,578,580,67,3,2,0,0,0,0
13,68285,16083,29280,50180,56817,49364,40369,33903,74398,163939,136544,87576,22231,16938,15177,10600,9746,6961,6824,7903,14887,23192,2967,2398,1624,2232,2650,3614,7122,91876,45441,4799
14,12243,24875,42273,63645,108730,160490,121878,90817,61974,51526,49120,53007,54819,51571,45091,37324,28395,20171,13776,6446,2630,1654,1662,299,156,191,268,371,377,136,5,0
15,49664,22323,31124,45730,79148,125914,103339,72825,44532,44723,44754,52479,57851,61009,61939,60886,54200,43793,25153,13379,4561,1738,1241,1041,51,103,70,63,175,1326,609,177
16,320642,21950,31810,46203,51615,49733,47230,43075,53052,72699,54178,46203,55463,79527,58600,28385,8663,6482,3615,2068,1909,2086,659,692,457,508,518,636,898,7603,3499,5262
17,25894,31515,42129,49846,58245,62397,60454,62905,75392,88190,92798,88691,107836,117949,70613,35312,14243,11330,5298,1568,700,968,945,520,158,22,2,0,0,0,0,0
18,21993,26809,40835,49149,54851,57741,63783,78210,102896,119246,118272,75719,73796,84085,65486,41816,12995,9808,4872,1929,728,424,221,167,76,10,2,1,0,0,0,0
19,83394,33811,44774,50296,56242,56090,54614,50378,70175,108601,88235,71654,71525,69682,46014,33536,26724,18825,4460,4127,5189,7678,2408,1849,815,1037,861,1005,2119,23711,12649,3442
20,85614,37403,57086,70670,105279,161008,123010,95296,75388,63368,51277,44189,39082,28739,18194,12090,11491,9844,7528,3369,586,796,282,652,304,458,535,418,227,47,3,1687
21,8995,25160,54908,76048,108864,137454,124380,114004,92155,82016,69118,61255,50694,31093,18023,12252,9716,8421,8098,6155,5340,1067,329,149,71,26,60,65,4,0,0,0
22,107809,14762,33484,43421,52744,68814,70160,49997,111724,177287,101182,67254,35291,21528,15675,13234,15289,13979,14604,10747,7991,8406,2997,3237,1510,2467,2272,2614,3888,19188,7533,4832
23,5636,8630,12417,19494,29150,34753,38544,40237,48265,54676,50902,64783,163069,59363,41256,47226,57726,74419,69369,52203,33419,22913,17873,12929,10876,10672,9206,6459,3301,2906,1487,1761
24,6659,8828,12583,17126,24609,27696,29824,30472,36369,42406,47595,61003,83552,49202,53131,61916,73572,96373,101960,85698,57903,36198,21395,11326,8032,6984,5590,2576,1725,1311,1184,1122
25,111098,19336,38424,47531,58595,76143,67082,46362,114651,184896,90613,59659,34654,19858,15626,14313,16395,12965,11736,11387,8138,6858,2485,2529,1240,1855,1778,1805,3237,14182,5084,5405
26,8033,24676,58282,67404,95611,100268,109359,137264,132986,94366,57866,40661,38367,31151,26149,22180,17499,14984,14385,7695,4489,918,176,186,203,296,352,103,10,1,0,0
27,24450,20670,55441,60998,79729,91778,109929,128817,114079,115622,64869,48186,43403,33865,26216,19960,19328,15826,8261,5737,3771,3154,973,703,298,437,467,555,1264,4402,1682,1050
