,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,264470,28975,7489,33464,139502,119015,45032,2029,523,434,693,10298,13862,82748,57337,53179,36284,10221,10566,8885,10636,19455,150823,0,0,0,0,0,0,0,0,0
1,52086,58283,29335,31164,13753,16064,7326,2396,2456,2028,2903,13858,34323,433619,111236,169286,65410,10099,8460,7194,10314,14869,9458,0,0,0,0,0,0,0,0,0
2,275637,173140,55877,39479,5186,8703,19275,13501,2660,1421,2106,9469,27708,79401,184624,70949,28712,11181,16771,19412,20868,23815,16025,0,0,0,0,0,0,0,0,0
3,167855,289677,27933,7970,1603,4530,21181,18176,3076,1474,1738,8962,22469,46857,316736,76134,13930,5775,9653,6669,13192,21218,19112,0,0,0,0,0,0,0,0,0
4,114235,131406,39535,6256,1120,3367,19310,16295,2680,1767,2188,7988,24108,111020,424900,108493,16756,7018,7663,6997,12206,21703,18909,0,0,0,0,0,0,0,0,0
5,90576,64641,27702,7193,1892,1856,9713,7901,1445,927,1076,5129,18472,228810,331352,174889,72388,9009,8584,6517,10127,16653,9068,0,0,0,0,0,0,0,0,0
6,314975,330818,60086,11007,10078,17578,25891,30603,1374,1164,1605,9565,7235,206633,20494,13961,10112,2031,2289,2109,4808,10200,11304,0,0,0,0,0,0,0,0,0
7,433413,327547,29386,9586,9047,15841,19730,28488,956,688,779,8315,6140,157397,7390,2747,2369,1548,1846,2157,6824,14231,19495,0,0,0,0,0,0,0,0,0
8,99861,95976,19258,7150,7744,13654,4776,679,395,392,749,5884,13168,254968,209000,233940,85394,9546,7514,5732,9748,14412,5980,0,0,0,0,0,0,0,0,0
9,176220,44235,28712,43710,58796,41773,38736,21814,12187,5432,10062,18649,44897,79896,331613,36282,25606,13901,11726,9668,17796,22825,11384,0,0,0,0,0,0,0,0,0
10,47577,33594,9315,27852,56051,34538,36432,16366,8110,4528,8120,17060,49314,117006,422042,73285,42829,16379,17933,15669,20310,24055,7555,0,0,0,0,0,0,0,0,0
11,164565,70880,16247,26606,17317,9404,16226,11651,3430,2509,3265,16309,47453,102882,187323,117512,80324,26336,30333,24873,45701,51410,33364,0,0,0,0,0,0,0,0,0
12,97189,24883,10081,14270,13356,5026,7477,4593,3342,1809,2734,10532,34311,221981,235835,242675,89380,13495,12587,11070,19333,20219,9742,0,0,0,0,0,0,0,0,0
13,243573,93813,20968,10701,8131,14475,32812,23921,3464,776,970,25552,71140,18073,13519,73396,70376,66810,35810,36000,52230,100498,88912,0,0,0,0,0,0,0,0,0
14,260596,91017,27908,40850,31826,7324,27016,18999,2398,446,834,7229,40556,22133,12969,70255,41368,32728,27891,34938,62964,122617,121058,0,0,0,0,0,0,0,0,0
15,97098,14495,5400,6809,3470,1730,2900,404,347,365,1902,25880,33457,217809,217493,297172,101308,10911,9064,7930,12763,25139,12074,0,0,0,0,0,0,0,0,0
16,105914,48851,39932,115666,208390,187756,47954,18260,4412,2659,3047,8780,14499,38848,169913,39809,10465,3137,4483,5709,8969,11527,6940,0,0,0,0,0,0,0,0,0
17,62702,42993,43729,179095,226183,80963,30272,15783,3120,1896,3377,9614,15230,114090,192430,36594,19662,3975,4665,3117,4159,7396,4875,0,0,0,0,0,0,0,0,0
18,32447,1297,896,6156,6805,1965,874,401,369,334,977,11281,21340,344823,227569,289528,98471,10575,9678,7510,11244,16801,4579,0,0,0,0,0,0,0,0,0
19,182353,48062,35515,126812,156623,22844,13756,12999,3186,1154,1572,9746,23109,62763,281800,51716,16863,4286,5326,4578,9852,18585,12420,0,0,0,0,0,0,0,0,0
20,60752,37657,34426,158710,179891,18902,18238,18363,3096,1670,2513,49768,47303,17511,360373,43225,7664,3043,5506,3346,6451,13766,13746,0,0,0,0,0,0,0,0,0
21,85084,64830,40505,294445,189921,16909,8932,11572,2359,1823,4044,42870,66008,14580,140409,38318,8314,3718,10349,8134,14210,23939,14647,0,0,0,0,0,0,0,0,0
22,128761,26983,26283,71062,22594,5649,10047,7222,1982,1527,3375,62140,55809,352093,227208,47054,16123,4179,6890,3323,5649,9719,10248,0,0,0,0,0,0,0,0,0
23,79717,1014,708,11591,11746,3845,1461,640,538,655,1970,12726,26248,504370,175424,173806,54490,7616,8984,5019,7569,10915,4868,0,0,0,0,0,0,0,0,0
24,126907,42953,60007,128034,138490,136412,52290,22006,9490,5156,3664,8942,35698,54322,161474,41660,17968,6645,6093,6993,9656,20272,10788,0,0,0,0,0,0,0,0,0
25,68425,58253,52868,140791,167539,194696,53343,22518,7816,2765,2462,16361,52610,24625,138686,17434,10081,6771,7422,6698,10777,22090,20889,0,0,0,0,0,0,0,0,0
