0,1,3,7,8,9,10,11,12,13,14,15,19,20,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0.0,1.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
1.0,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.0,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1
1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
1.0,,,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0
1.0,,,,0.0,,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,0
1.0,,,,0.0,,0.0,0.0,,,,,1.0,1.0,1
1.0,,,,1.0,,0.0,,,,,,1.0,1.0,1
1.0,,,,0.0,,,,,,,,1.0,1.0,1
,,,,,,,,,,,,1.0,0.0,1
,,,,,,,,,,,,1.0,,1
,,,,,,,,,,,,1.0,,1
,,,,,,,,,,,,1.0,,1
,,,,,,,,,,,,1.0,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,0
