,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,43881,263,190,116,145,146,220,328,942,4985,6562,14050,18342,24708,119687,134853,52261,62171,84797,76835,60609,49421,71785,96717,48182,33508,25696,21108,13966,8928,9822,20696
1,155386,16004,20898,34208,30555,23026,18334,7740,12197,29235,22801,33091,39278,40206,71730,95871,30203,29361,37565,42090,49339,55752,43870,38018,32740,20882,20022,13317,7461,7252,8240,19248
2,0,0,0,0,0,46,859,4895,10943,18332,23982,29803,36049,36944,43344,46065,42637,46265,50304,64857,75920,75138,73825,87031,65749,54347,45943,40606,32265,28206,16290,55275
3,0,0,0,0,4,1121,4960,21539,19799,20216,27807,35516,27099,33407,33927,34835,32199,30717,37559,48407,60448,70016,68677,80110,66441,58788,52935,47446,42213,31783,27787,90164
4,22166,6423,20322,24362,34096,30112,21840,31301,29014,58507,50280,36691,39007,60897,30255,28805,65311,27840,39112,43518,43408,44323,46931,59125,43530,34632,31001,28509,21348,13885,10332,29037
5,75276,2351,4026,11079,30625,35394,34200,45882,48748,55046,55811,55182,59077,58376,49923,44899,62908,52926,51985,42424,34623,38861,48817,27430,19692,14626,8277,5216,3754,3685,3463,21338
6,0,25,1187,8516,33020,51245,53326,55477,61113,53793,55603,68857,72887,65045,56517,53747,62263,66254,46773,38660,33469,30411,35213,25159,19795,18615,12253,7283,4684,2728,2328,9674
7,21311,6305,12903,20059,36422,55250,56145,63934,55854,94602,81288,52478,55273,73640,38542,37565,97028,50429,36069,32377,27987,24095,19406,16913,10471,7295,6304,4933,3252,1494,1014,5282
8,120522,1263,2042,3203,5294,5300,4785,7868,9474,28747,33210,38905,35390,35839,42230,52577,70311,59465,53256,47338,46158,40606,36735,31897,23734,33753,53441,58173,35974,25903,21464,41063
9,0,0,0,0,0,0,3,175,2327,5793,14572,24385,33405,35116,39533,40501,46405,48236,50636,55305,57459,56002,50392,48911,45281,63303,95923,96990,57175,44685,37486,55921
10,0,0,0,0,21,653,433,5818,38520,33073,28366,53814,62351,48361,49038,47261,54038,46933,45255,45945,46221,45449,43160,36805,35002,39968,43294,38715,29001,36094,44129,108202
11,29895,6636,15438,16829,30594,26536,21326,29873,26599,80282,66879,46512,55720,86762,50168,50768,84132,42144,44424,37632,31442,32894,27739,22620,17300,14435,12642,11188,9937,11777,16465,48332
12,82325,2140,1712,2297,3915,4746,5909,7374,6988,18733,24554,29956,43083,48313,45588,46690,74065,76105,80876,82926,86228,58667,39577,29970,25499,18524,16270,15531,14958,13978,22094,76329
13,0,0,0,0,13,386,920,3481,8052,10923,17906,24754,34805,48739,53601,59853,67612,82711,91552,92317,95124,62785,42814,31269,25756,23212,22046,22339,20144,17088,25017,120701
14,95452,5642,17613,18561,31658,20637,18140,23483,19319,65461,60038,38707,46422,72078,37937,47315,87838,45535,45120,42154,45311,45674,29967,17873,18330,19126,13214,13771,14136,11192,11169,27047
15,0,0,0,0,0,8,197,628,1272,5257,10022,14160,19439,25873,37563,46944,52425,65195,75190,65994,51765,56801,78286,68721,86171,72055,57221,49514,43960,33352,25608,62299
16,159230,4308,10861,15948,25414,21446,17028,24793,22879,54342,49149,39732,46681,66073,36376,40366,68538,50345,53359,52345,45314,38564,28824,21058,21443,23598,16980,13345,11883,6713,5497,13488
17,0,0,0,1,26,727,3614,6740,13840,22163,30559,40872,45953,48065,52941,56289,54288,63121,74856,105892,79463,61769,51527,46775,38329,36857,31969,27819,21627,16349,15177,58312
18,0,0,0,0,15,506,1995,8892,22543,26238,38772,52397,53413,50340,49732,51615,67303,76185,84827,100727,80462,59450,45674,37346,29617,25594,21810,20092,16730,14089,12523,57033
19,29075,3508,9087,11871,20784,19901,17576,23392,22902,60278,58752,42759,43377,57990,34471,37236,74997,36454,50713,58893,52068,48331,41402,35981,29732,29363,26334,20633,16735,13570,13567,64188
20,74835,1724,3103,4208,7753,7315,6911,8312,10739,29108,40385,35979,45388,56750,70956,80360,101443,77135,66466,52308,38621,32767,44812,36413,43980,34088,28340,21045,12977,6435,4412,20852
21,21589,5049,12063,18840,28629,16829,14040,15942,12157,45082,42193,35033,43307,59357,57255,66477,86035,70983,79468,64349,45986,37988,44848,43550,43910,25609,17804,13336,7868,5636,3321,21387
22,83594,1228,8892,24765,48199,49249,44361,47891,40942,43005,43373,40940,47199,41921,35252,64608,106372,56148,44398,34383,27707,20791,25248,19337,15491,14337,11041,11526,11301,10769,14479,17173
23,37242,998,4084,11483,31808,45080,57828,69371,64675,65104,58350,49944,45996,49042,41219,38987,44428,52939,53244,39556,31290,28394,29060,24273,20449,19946,17795,14851,12719,11768,12742,21255
24,87552,5997,15167,15053,26220,30617,26948,36156,27229,96305,85665,46327,61597,97828,37292,38906,108259,35377,38022,29116,25114,28589,24597,14508,10028,6186,3891,4033,3796,3657,4386,31502
25,0,0,0,0,7,423,1350,4584,10718,17350,23842,42810,55764,59709,61701,67195,63604,70433,65219,60041,63074,51039,35285,29270,27823,23936,23400,25211,22530,19172,25757,154673
26,29531,6264,19951,19971,33554,22180,14654,16093,14888,44709,39725,29181,31587,53679,37197,42334,67313,49630,58491,52752,56392,46884,35856,31740,27467,22689,22927,22637,22093,16445,26769,90337
