,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,163883,21831,10268,82729,273767,183783,23463,1233,480,419,598,3528,5768,8804,67558,18715,20273,17025,18857,16066,13233,22006,131633,0,0,0,0,0,0,0,0,0
1,257386,80602,41472,44899,49523,34645,10252,8328,1296,978,1466,14308,20920,127380,84381,101053,67428,17420,22113,21145,19658,26042,53225,0,0,0,0,0,0,0,0,0
2,215030,191982,39604,13186,1392,4553,16871,13071,2608,1491,2038,8975,27872,50192,276576,77652,28195,12146,17703,24241,26834,34202,19506,0,0,0,0,0,0,0,0,0
3,187047,244417,51042,11527,1700,3667,16686,11565,2633,1456,1786,8092,26980,84067,227769,94912,18365,7279,12048,9305,19415,32833,31329,0,0,0,0,0,0,0,0,0
4,88150,100980,46381,16076,3543,2099,5779,4075,1358,1003,1346,7379,24974,228886,287604,145903,52830,9567,9880,12521,24225,20731,10630,0,0,0,0,0,0,0,0,0
5,328225,368765,79985,13010,10261,14234,17632,20616,822,900,2129,17653,14600,119723,35018,19178,9445,2014,2215,2091,5250,10463,11691,0,0,0,0,0,0,0,0,0
6,362690,422797,58364,8828,7382,11153,16887,23088,1030,815,2003,18920,14168,112000,5654,2462,2406,1671,1947,2296,7080,9935,12344,0,0,0,0,0,0,0,0,0
7,225410,160252,33967,7823,7252,5419,5748,5156,554,534,1492,14517,24959,280445,161452,88142,35093,6011,4676,4077,8116,13104,11721,0,0,0,0,0,0,0,0,0
8,217471,64236,24222,42047,50446,36348,31826,15681,9635,4845,8131,15815,37170,117288,214766,50977,30215,14137,13088,20311,26918,34911,25436,0,0,0,0,0,0,0,0,0
9,83043,63292,10458,26207,57771,37206,34938,13607,8124,4209,7887,15720,40534,113096,314631,65217,47563,22852,27092,31584,28841,34103,17945,0,0,0,0,0,0,0,0,0
10,166977,66916,25825,19145,11382,9357,17996,8608,4051,2470,4057,12713,41966,122400,203649,91959,59817,22560,25017,34842,41493,58175,54545,0,0,0,0,0,0,0,0,0
11,89300,34191,17101,17058,13807,9179,11147,6786,8137,3410,8958,17167,48783,281539,269836,137797,56687,11368,10804,7888,13594,19851,11532,0,0,0,0,0,0,0,0,0
12,272143,130021,25184,17296,12085,6302,12965,5838,993,665,2421,33363,61827,83638,48580,58543,58646,52005,29543,31305,44758,66230,51569,0,0,0,0,0,0,0,0,0
13,278503,114254,25071,36614,25212,6087,24329,11549,1904,521,1028,12030,52650,32270,14479,58018,36271,27924,23870,27579,62083,112568,121106,0,0,0,0,0,0,0,0,0
14,157232,40639,32330,44410,59880,39577,15545,4913,1760,1404,2018,10891,42280,234748,172894,114279,48243,10002,9004,9908,12125,23473,18365,0,0,0,0,0,0,0,0,0
15,55247,83104,54816,155502,224667,154486,40985,19510,5439,3036,4495,12117,14622,15630,177216,29677,8804,4986,5003,4022,7623,14131,10802,0,0,0,0,0,0,0,0,0
16,201532,40378,22448,64858,75696,36471,10276,6234,3287,1461,1935,7733,19811,169494,257993,94523,35780,6376,5663,5518,9745,17834,10874,0,0,0,0,0,0,0,0,0
17,90951,77342,32796,139632,210060,33005,13877,12706,3800,1707,2876,52711,41460,29329,259869,42346,8505,3761,5530,4162,7471,15680,16344,0,0,0,0,0,0,0,0,0
18,123684,82498,48682,155096,123721,23276,13230,14401,4163,1756,3265,65242,44384,36427,267036,28332,9164,4222,6726,5186,8895,17562,18972,0,0,0,0,0,0,0,0,0
19,103052,64411,14571,72749,74969,10514,9136,8677,1808,1140,2162,33617,59536,190557,244415,116990,38806,7789,9778,6041,8288,14363,12551,0,0,0,0,0,0,0,0,0
20,158521,60599,58389,114151,126133,115458,44456,19774,9082,4730,3755,7155,27830,88463,141186,41253,19372,7219,7464,7709,10631,18929,13661,0,0,0,0,0,0,0,0,0
21,79043,48799,36585,85232,111967,132495,39530,11433,6158,1550,1503,7329,25513,136557,196539,91943,36326,8188,7383,5733,7731,16244,12139,0,0,0,0,0,0,0,0,0
22,426810,255269,28624,10882,9797,14413,16699,22724,1227,795,1648,18068,14546,173737,38409,21658,10277,2164,2211,1885,4695,11232,18150,0,0,0,0,0,0,0,0,0
23,408394,365725,30233,9138,8709,13376,18320,16242,928,713,2136,16116,12688,103444,34162,17672,7938,2038,2259,2132,5936,11359,16262,0,0,0,0,0,0,0,0,0
24,137144,22519,8640,22238,14146,3629,4609,3748,1202,707,1244,8437,45353,329127,241680,121133,46994,9978,7866,6856,11298,33768,23604,0,0,0,0,0,0,0,0,0
25,338229,165229,43836,53009,25138,6601,22127,15314,2142,317,787,13897,44399,24568,9414,20727,16962,13274,14908,21153,43993,96246,113650,0,0,0,0,0,0,0,0,0
26,181862,118149,28865,22018,12942,5026,7856,2144,607,354,797,8636,27717,148078,101250,110176,51801,20492,17542,19734,35953,122186,61735,0,0,0,0,0,0,0,0,0
